"","x","age","workclass","education","educational.num","marital.status","race","gender","hours.per.week","income"
"7898",7898,48,"Private","Some-college",10,"Married-civ-spouse","White","Male",40,">50K"
"44527",44527,44,"Private","Bachelors",13,"Married-civ-spouse","Asian-Pac-Islander","Male",40,">50K"
"17776",17776,27,"Private","HS-grad",9,"Never-married","Amer-Indian-Eskimo","Male",40,"<=50K"
"26005",26005,52,"Private","Assoc-acdm",12,"Married-civ-spouse","White","Male",40,">50K"
"28767",28767,22,"Private","HS-grad",9,"Never-married","White","Male",40,"<=50K"
"13636",13636,38,"Private","Some-college",10,"Married-civ-spouse","White","Male",45,">50K"
"39984",39984,33,"Private","Some-college",10,"Married-spouse-absent","White","Male",40,"<=50K"
"6746",6746,42,"Private","11th",7,"Married-civ-spouse","White","Male",40,"<=50K"
"45412",45412,17,"Private","9th",5,"Never-married","White","Male",16,"<=50K"
"38865",38865,23,"Private","Some-college",10,"Never-married","Amer-Indian-Eskimo","Female",35,"<=50K"
"39106",39106,35,"Private","HS-grad",9,"Separated","Black","Female",40,"<=50K"
"17064",17064,40,"Private","Assoc-voc",11,"Married-civ-spouse","White","Male",50,">50K"
"1738",1738,38,"State-gov","Some-college",10,"Divorced","White","Female",40,"<=50K"
"25453",25453,21,"Private","Some-college",10,"Never-married","White","Female",10,"<=50K"
"5198",5198,41,"State-gov","HS-grad",9,"Divorced","White","Female",45,"<=50K"
"46557",46557,18,"Private","HS-grad",9,"Never-married","White","Male",10,"<=50K"
"25427",25427,44,"Local-gov","Prof-school",15,"Never-married","White","Male",40,">50K"
"16381",16381,32,"Federal-gov","HS-grad",9,"Never-married","Black","Male",40,"<=50K"
"15543",15543,37,"Private","Some-college",10,"Divorced","White","Female",25,"<=50K"
"25781",25781,19,"Private","Some-college",10,"Never-married","White","Female",15,"<=50K"
"40819",40819,50,"Private","HS-grad",9,"Divorced","White","Female",65,"<=50K"
"10154",10154,41,"Local-gov","Masters",14,"Married-civ-spouse","White","Male",35,"<=50K"
"41726",41726,56,"Self-emp-inc","Some-college",10,"Married-civ-spouse","White","Male",40,"<=50K"
"14158",14158,38,"Self-emp-inc","Some-college",10,"Married-civ-spouse","White","Male",50,">50K"
"42240",42240,57,"State-gov","Doctorate",16,"Divorced","White","Female",50,"<=50K"
"34841",34841,48,"Private","HS-grad",9,"Divorced","White","Male",40,"<=50K"
"8605",8605,51,"Local-gov","Doctorate",16,"Divorced","White","Female",45,">50K"
"26299",26299,41,"Local-gov","Masters",14,"Married-civ-spouse","White","Male",55,"<=50K"
"46496",46496,52,"Private","Some-college",10,"Divorced","White","Female",40,"<=50K"
"26533",26533,22,"Private","HS-grad",9,"Separated","Black","Female",35,"<=50K"
"7044",7044,49,"Private","Bachelors",13,"Married-civ-spouse","White","Male",60,"<=50K"
"22816",22816,23,"State-gov","Bachelors",13,"Never-married","White","Female",20,"<=50K"
"31121",31121,43,"Federal-gov","Masters",14,"Married-civ-spouse","White","Male",35,">50K"
"28801",28801,33,"Private","Some-college",10,"Never-married","Black","Male",40,">50K"
"38554",38554,33,"Private","Bachelors",13,"Married-civ-spouse","White","Male",50,">50K"
"29183",29183,30,"Private","HS-grad",9,"Never-married","White","Male",40,"<=50K"
"1146",1146,25,"Private","Some-college",10,"Never-married","White","Female",50,"<=50K"
"48336",48336,23,"Private","Bachelors",13,"Never-married","White","Male",50,"<=50K"
"43797",43797,59,"Private","HS-grad",9,"Divorced","White","Male",40,"<=50K"
"36967",36967,48,"Private","HS-grad",9,"Married-civ-spouse","White","Male",40,"<=50K"
"16733",16733,45,"Self-emp-inc","Some-college",10,"Married-civ-spouse","White","Male",55,">50K"
"7665",7665,23,"Private","Bachelors",13,"Never-married","White","Male",55,"<=50K"
"43433",43433,36,"Local-gov","HS-grad",9,"Married-civ-spouse","White","Male",40,"<=50K"
"8133",8133,63,"Private","Some-college",10,"Divorced","White","Female",30,"<=50K"
"4993",4993,20,"Private","Some-college",10,"Never-married","White","Male",40,"<=50K"
"43752",43752,43,"Private","Bachelors",13,"Never-married","Black","Female",50,">50K"
"23639",23639,32,"Private","10th",6,"Married-civ-spouse","White","Male",40,"<=50K"
"42024",42024,40,"Private","Bachelors",13,"Married-civ-spouse","White","Male",50,">50K"
"16685",16685,34,"Private","Assoc-voc",11,"Divorced","White","Female",64,"<=50K"
"37069",37069,31,"Private","HS-grad",9,"Never-married","White","Male",45,"<=50K"
"3026",3026,26,"Private","Bachelors",13,"Never-married","White","Male",42,"<=50K"
"23392",23392,34,"Local-gov","Some-college",10,"Never-married","White","Male",50,">50K"
"44367",44367,32,"Private","Bachelors",13,"Never-married","White","Male",55,">50K"
"25336",25336,18,"Private","HS-grad",9,"Never-married","White","Male",40,"<=50K"
"32672",32672,48,"Local-gov","Assoc-acdm",12,"Married-civ-spouse","White","Male",56,">50K"
"35564",35564,44,"Private","Masters",14,"Married-civ-spouse","White","Male",55,">50K"
"22895",22895,23,"Private","9th",5,"Never-married","White","Male",39,"<=50K"
"25507",25507,28,"Local-gov","Assoc-acdm",12,"Married-civ-spouse","White","Male",40,"<=50K"
"5143",5143,35,"Private","Assoc-acdm",12,"Married-civ-spouse","White","Male",50,">50K"
"48689",48689,33,"Private","Some-college",10,"Never-married","White","Male",45,"<=50K"
"9845",9845,21,"Private","HS-grad",9,"Never-married","White","Male",40,"<=50K"
"5666",5666,26,"Private","Some-college",10,"Never-married","White","Female",40,"<=50K"
"14255",14255,39,"Private","HS-grad",9,"Divorced","White","Female",37,"<=50K"
"26964",26964,27,"Local-gov","Bachelors",13,"Never-married","White","Female",45,"<=50K"
"18955",18955,18,"?","11th",7,"Never-married","White","Male",36,"<=50K"
"1305",1305,29,"Private","Bachelors",13,"Divorced","White","Female",40,"<=50K"
"4783",4783,60,"Federal-gov","Prof-school",15,"Married-civ-spouse","Asian-Pac-Islander","Male",60,">50K"
"29031",29031,64,"Local-gov","HS-grad",9,"Divorced","White","Male",20,"<=50K"
"31999",31999,37,"Private","HS-grad",9,"Widowed","White","Female",20,"<=50K"
"38750",38750,42,"Self-emp-not-inc","HS-grad",9,"Married-civ-spouse","White","Male",60,"<=50K"
"1792",1792,19,"?","HS-grad",9,"Never-married","White","Female",25,"<=50K"
"22658",22658,30,"Private","Bachelors",13,"Never-married","Black","Male",40,"<=50K"
"42496",42496,24,"Private","HS-grad",9,"Married-civ-spouse","White","Female",40,"<=50K"
"35404",35404,42,"Federal-gov","HS-grad",9,"Divorced","White","Female",40,"<=50K"
"27972",27972,35,"Private","Bachelors",13,"Married-spouse-absent","White","Male",40,"<=50K"
"42224",42224,38,"Private","HS-grad",9,"Married-civ-spouse","Black","Male",40,"<=50K"
"31135",31135,36,"Private","HS-grad",9,"Divorced","White","Male",40,"<=50K"
"41312",41312,43,"Private","Some-college",10,"Married-civ-spouse","Amer-Indian-Eskimo","Male",40,"<=50K"
"36023",36023,48,"Private","HS-grad",9,"Divorced","White","Male",65,"<=50K"
"33037",33037,38,"?","HS-grad",9,"Married-civ-spouse","White","Male",24,"<=50K"
"12996",12996,41,"Self-emp-inc","Doctorate",16,"Married-civ-spouse","Asian-Pac-Islander","Male",40,">50K"
"13597",13597,42,"?","Some-college",10,"Married-AF-spouse","White","Female",14,"<=50K"
"14502",14502,48,"Private","HS-grad",9,"Divorced","White","Male",60,"<=50K"
"44785",44785,21,"?","Some-college",10,"Never-married","White","Male",24,"<=50K"
"16582",16582,48,"Private","Bachelors",13,"Married-civ-spouse","White","Male",40,">50K"
"9604",9604,33,"Private","HS-grad",9,"Married-civ-spouse","White","Male",88,"<=50K"
"11170",11170,31,"Private","5th-6th",3,"Never-married","White","Male",30,"<=50K"
"29834",29834,19,"?","HS-grad",9,"Never-married","White","Male",30,"<=50K"
"42854",42854,33,"Private","HS-grad",9,"Married-civ-spouse","White","Male",40,"<=50K"
"21576",21576,77,"?","Masters",14,"Divorced","White","Male",45,"<=50K"
"10590",10590,20,"Private","Some-college",10,"Never-married","White","Male",40,"<=50K"
"39678",39678,25,"Private","HS-grad",9,"Married-civ-spouse","White","Male",84,"<=50K"
"32415",32415,25,"Local-gov","Bachelors",13,"Never-married","Black","Female",40,"<=50K"
"38112",38112,56,"Private","7th-8th",4,"Married-civ-spouse","White","Male",40,"<=50K"
"8829",8829,48,"Private","HS-grad",9,"Married-civ-spouse","White","Male",40,"<=50K"
"13645",13645,42,"Private","Bachelors",13,"Married-civ-spouse","White","Male",40,">50K"
"44247",44247,51,"Private","Assoc-voc",11,"Married-civ-spouse","White","Male",55,"<=50K"
"2767",2767,28,"Private","Bachelors",13,"Married-civ-spouse","White","Male",50,">50K"
"40736",40736,38,"Private","Bachelors",13,"Married-civ-spouse","White","Male",40,">50K"
"46654",46654,48,"Private","HS-grad",9,"Married-civ-spouse","White","Male",40,">50K"
"35297",35297,38,"Private","HS-grad",9,"Married-civ-spouse","White","Male",50,"<=50K"
"14624",14624,64,"Private","HS-grad",9,"Widowed","White","Female",17,"<=50K"
"5709",5709,22,"Private","Assoc-acdm",12,"Never-married","White","Female",40,"<=50K"
"40126",40126,50,"Private","Bachelors",13,"Married-civ-spouse","White","Male",50,">50K"
"26514",26514,21,"?","HS-grad",9,"Married-civ-spouse","White","Female",35,"<=50K"
"32101",32101,23,"Private","HS-grad",9,"Never-married","White","Male",40,"<=50K"
"34390",34390,37,"Private","Bachelors",13,"Married-civ-spouse","White","Male",40,">50K"
"5133",5133,38,"Private","Bachelors",13,"Married-civ-spouse","White","Female",40,"<=50K"
"10236",10236,35,"Private","Bachelors",13,"Married-civ-spouse","White","Male",48,">50K"
"29887",29887,39,"Private","11th",7,"Divorced","White","Male",40,"<=50K"
"47951",47951,51,"Private","HS-grad",9,"Married-civ-spouse","White","Male",40,">50K"
"13999",13999,41,"Private","HS-grad",9,"Divorced","White","Female",40,"<=50K"
"37930",37930,69,"?","7th-8th",4,"Married-civ-spouse","White","Male",48,"<=50K"
"4190",4190,37,"Private","Bachelors",13,"Never-married","Black","Female",32,"<=50K"
"28688",28688,52,"Self-emp-not-inc","HS-grad",9,"Married-civ-spouse","Asian-Pac-Islander","Male",40,"<=50K"
"3831",3831,56,"Private","HS-grad",9,"Married-civ-spouse","White","Male",40,"<=50K"
"8708",8708,41,"Private","Assoc-voc",11,"Never-married","White","Male",45,"<=50K"
"7088",7088,47,"Private","HS-grad",9,"Married-civ-spouse","White","Male",40,">50K"
"40786",40786,60,"State-gov","Prof-school",15,"Married-civ-spouse","White","Male",40,">50K"
"38634",38634,26,"Private","HS-grad",9,"Never-married","White","Male",40,"<=50K"
"40494",40494,37,"State-gov","Assoc-voc",11,"Never-married","Black","Female",40,"<=50K"
"46818",46818,28,"Federal-gov","Bachelors",13,"Married-civ-spouse","White","Male",40,">50K"
"45535",45535,35,"Private","HS-grad",9,"Married-civ-spouse","White","Male",40,">50K"
"16019",16019,21,"?","Some-college",10,"Never-married","White","Female",38,"<=50K"
"42125",42125,30,"Private","HS-grad",9,"Married-civ-spouse","White","Male",50,"<=50K"
"33988",33988,36,"Private","HS-grad",9,"Married-civ-spouse","White","Male",40,"<=50K"
"45170",45170,18,"Private","HS-grad",9,"Never-married","White","Female",40,"<=50K"
"37172",37172,35,"Self-emp-not-inc","HS-grad",9,"Married-civ-spouse","White","Male",60,">50K"
"25026",25026,22,"Local-gov","HS-grad",9,"Never-married","White","Male",50,"<=50K"
"23949",23949,27,"Private","10th",6,"Never-married","White","Male",60,"<=50K"
"34864",34864,45,"Private","HS-grad",9,"Married-civ-spouse","Black","Male",40,"<=50K"
"7910",7910,42,"Private","Bachelors",13,"Divorced","White","Female",38,"<=50K"
"24475",24475,34,"?","Assoc-voc",11,"Married-civ-spouse","White","Male",60,">50K"
"23581",23581,59,"Private","HS-grad",9,"Married-civ-spouse","White","Male",40,">50K"
"22891",22891,45,"Private","Masters",14,"Married-civ-spouse","White","Male",55,">50K"
"22902",22902,26,"Private","5th-6th",3,"Married-civ-spouse","White","Male",30,"<=50K"
"32031",32031,49,"Federal-gov","Bachelors",13,"Married-civ-spouse","White","Male",40,">50K"
"38915",38915,25,"?","11th",7,"Never-married","White","Female",40,"<=50K"
"13724",13724,23,"Private","Bachelors",13,"Never-married","White","Female",10,"<=50K"
"33212",33212,38,"Private","Some-college",10,"Married-civ-spouse","White","Male",60,">50K"
"27400",27400,36,"Private","5th-6th",3,"Never-married","White","Male",35,"<=50K"
"39110",39110,33,"Private","HS-grad",9,"Married-civ-spouse","White","Male",40,"<=50K"
"6943",6943,48,"Local-gov","Bachelors",13,"Married-civ-spouse","White","Male",40,"<=50K"
"10787",10787,45,"Private","Some-college",10,"Divorced","White","Female",29,"<=50K"
"31774",31774,44,"Self-emp-not-inc","HS-grad",9,"Married-civ-spouse","White","Male",40,"<=50K"
"8501",8501,22,"Private","HS-grad",9,"Never-married","White","Female",48,"<=50K"
"38142",38142,51,"Self-emp-not-inc","HS-grad",9,"Married-civ-spouse","White","Male",30,"<=50K"
"4830",4830,42,"Local-gov","Some-college",10,"Married-civ-spouse","White","Female",40,">50K"
"22518",22518,32,"Private","Bachelors",13,"Married-civ-spouse","White","Male",55,">50K"
"37646",37646,49,"Private","HS-grad",9,"Separated","White","Male",50,"<=50K"
"43352",43352,44,"Local-gov","Assoc-acdm",12,"Married-civ-spouse","White","Male",30,"<=50K"
"6464",6464,50,"Local-gov","HS-grad",9,"Married-civ-spouse","White","Male",48,">50K"
"22646",22646,33,"Private","Assoc-acdm",12,"Never-married","White","Female",55,"<=50K"
"527",527,36,"Private","Bachelors",13,"Married-civ-spouse","White","Male",40,"<=50K"
"40566",40566,57,"Self-emp-not-inc","HS-grad",9,"Married-civ-spouse","White","Male",1,"<=50K"
"14094",14094,50,"Local-gov","Masters",14,"Married-civ-spouse","White","Male",45,">50K"
"38378",38378,36,"Private","11th",7,"Married-civ-spouse","White","Male",60,"<=50K"
"44973",44973,28,"Local-gov","Bachelors",13,"Never-married","Black","Female",60,"<=50K"
"1843",1843,48,"Private","HS-grad",9,"Divorced","White","Male",46,"<=50K"
"26115",26115,60,"Self-emp-not-inc","Bachelors",13,"Married-civ-spouse","White","Male",50,"<=50K"
"47275",47275,57,"Private","Some-college",10,"Divorced","White","Female",38,"<=50K"
"42447",42447,22,"Private","HS-grad",9,"Never-married","Black","Female",40,"<=50K"
"7470",7470,33,"Private","HS-grad",9,"Married-civ-spouse","White","Male",48,">50K"
"23641",23641,42,"Local-gov","Masters",14,"Married-civ-spouse","White","Male",35,">50K"
"2507",2507,38,"Self-emp-not-inc","Prof-school",15,"Never-married","White","Female",32,"<=50K"
"8521",8521,30,"Self-emp-inc","Bachelors",13,"Married-civ-spouse","White","Male",40,">50K"
"38913",38913,64,"Self-emp-not-inc","HS-grad",9,"Married-civ-spouse","White","Male",40,">50K"
"9311",9311,19,"Private","Some-college",10,"Never-married","White","Female",80,"<=50K"
"45628",45628,48,"Private","10th",6,"Married-civ-spouse","Black","Male",40,"<=50K"
"13767",13767,43,"Private","10th",6,"Separated","White","Female",40,"<=50K"
"3726",3726,20,"?","12th",8,"Never-married","Black","Male",40,"<=50K"
"9017",9017,29,"Federal-gov","Some-college",10,"Never-married","White","Male",44,"<=50K"
"39423",39423,36,"Private","HS-grad",9,"Married-civ-spouse","White","Male",40,"<=50K"
"8840",8840,20,"?","Assoc-voc",11,"Never-married","Black","Female",15,"<=50K"
"8177",8177,52,"Local-gov","HS-grad",9,"Widowed","White","Female",20,"<=50K"
"45908",45908,29,"Federal-gov","Bachelors",13,"Married-AF-spouse","White","Male",50,">50K"
"24291",24291,44,"Self-emp-inc","Bachelors",13,"Married-civ-spouse","White","Male",30,"<=50K"
"27833",27833,28,"Private","HS-grad",9,"Never-married","White","Male",40,"<=50K"
"36082",36082,32,"Self-emp-not-inc","HS-grad",9,"Never-married","White","Male",40,"<=50K"
"32951",32951,47,"Private","HS-grad",9,"Married-civ-spouse","White","Male",45,">50K"
"12254",12254,39,"Private","Assoc-voc",11,"Separated","White","Female",40,"<=50K"
"48502",48502,19,"Private","11th",7,"Never-married","Black","Female",35,"<=50K"
"6171",6171,25,"State-gov","Some-college",10,"Never-married","Black","Male",40,"<=50K"
"31036",31036,38,"Private","HS-grad",9,"Never-married","White","Female",38,"<=50K"
"42592",42592,36,"State-gov","Bachelors",13,"Married-civ-spouse","White","Female",38,"<=50K"
"13303",13303,44,"Private","Bachelors",13,"Separated","White","Male",38,"<=50K"
"39385",39385,48,"Local-gov","Masters",14,"Divorced","White","Female",40,">50K"
"44681",44681,40,"Private","HS-grad",9,"Divorced","White","Female",35,"<=50K"
"18298",18298,34,"Private","Masters",14,"Never-married","White","Male",60,"<=50K"
"32139",32139,68,"Self-emp-not-inc","Some-college",10,"Married-civ-spouse","White","Male",40,">50K"
"37795",37795,34,"Local-gov","Some-college",10,"Never-married","White","Male",40,"<=50K"
"1593",1593,32,"Private","Bachelors",13,"Married-civ-spouse","White","Male",50,">50K"
"16080",16080,50,"Private","Some-college",10,"Married-civ-spouse","White","Male",40,">50K"
"14729",14729,22,"?","Some-college",10,"Never-married","White","Male",43,"<=50K"
"8709",8709,29,"Private","HS-grad",9,"Separated","White","Male",40,"<=50K"
"16289",16289,52,"Self-emp-not-inc","HS-grad",9,"Married-civ-spouse","White","Male",45,">50K"
"31352",31352,48,"Private","Bachelors",13,"Married-civ-spouse","White","Male",35,">50K"
"14989",14989,58,"Self-emp-not-inc","Some-college",10,"Married-civ-spouse","White","Male",40,"<=50K"
"46172",46172,32,"Private","Some-college",10,"Married-civ-spouse","White","Male",50,"<=50K"
"23637",23637,37,"Self-emp-inc","Some-college",10,"Married-civ-spouse","White","Male",55,">50K"
"32194",32194,26,"Private","HS-grad",9,"Divorced","White","Male",40,"<=50K"
"3352",3352,37,"Private","HS-grad",9,"Married-civ-spouse","White","Male",40,">50K"
"24117",24117,42,"Local-gov","Bachelors",13,"Married-civ-spouse","White","Female",50,">50K"
"38822",38822,43,"Private","HS-grad",9,"Married-civ-spouse","White","Male",35,"<=50K"
"24981",24981,48,"Local-gov","Masters",14,"Divorced","Black","Female",40,">50K"
"28066",28066,38,"State-gov","Masters",14,"Married-civ-spouse","White","Male",60,">50K"
"20663",20663,48,"Self-emp-not-inc","Bachelors",13,"Married-spouse-absent","Black","Male",40,">50K"
"44614",44614,43,"Private","HS-grad",9,"Married-civ-spouse","White","Male",50,"<=50K"
"5784",5784,64,"?","HS-grad",9,"Widowed","Black","Male",20,"<=50K"
"35779",35779,56,"Private","Assoc-voc",11,"Married-civ-spouse","White","Male",40,">50K"
"47112",47112,33,"?","11th",7,"Divorced","White","Male",53,"<=50K"
"21956",21956,40,"Private","Some-college",10,"Divorced","White","Female",44,">50K"
"22386",22386,57,"Private","10th",6,"Widowed","White","Female",40,"<=50K"
"10332",10332,24,"Private","Assoc-voc",11,"Never-married","White","Male",40,"<=50K"
"1242",1242,33,"?","Bachelors",13,"Married-civ-spouse","White","Female",60,">50K"
"9402",9402,43,"Self-emp-inc","HS-grad",9,"Never-married","White","Female",35,"<=50K"
"23252",23252,40,"Local-gov","HS-grad",9,"Never-married","White","Female",40,"<=50K"
"36534",36534,39,"Private","Bachelors",13,"Married-civ-spouse","White","Male",50,">50K"
"27344",27344,62,"Private","11th",7,"Separated","Black","Female",21,"<=50K"
"21151",21151,33,"Private","Some-college",10,"Divorced","White","Female",50,"<=50K"
"18397",18397,21,"State-gov","Some-college",10,"Never-married","White","Female",10,"<=50K"
"33204",33204,39,"Private","Bachelors",13,"Married-civ-spouse","White","Male",50,">50K"
"20774",20774,37,"Local-gov","Bachelors",13,"Married-civ-spouse","White","Female",50,">50K"
"7496",7496,38,"Private","HS-grad",9,"Married-civ-spouse","White","Male",48,"<=50K"
"30040",30040,31,"Self-emp-inc","HS-grad",9,"Never-married","White","Male",44,"<=50K"
"35181",35181,58,"Self-emp-not-inc","HS-grad",9,"Married-civ-spouse","White","Female",10,">50K"
"40119",40119,43,"Private","HS-grad",9,"Married-civ-spouse","Other","Male",40,"<=50K"
"3454",3454,74,"Private","Some-college",10,"Divorced","White","Female",30,">50K"
"28094",28094,33,"Private","Bachelors",13,"Separated","Black","Female",45,"<=50K"
"43907",43907,23,"Local-gov","HS-grad",9,"Divorced","White","Female",40,"<=50K"
"17760",17760,17,"Private","11th",7,"Never-married","Asian-Pac-Islander","Female",24,"<=50K"
"17458",17458,22,"Private","Assoc-voc",11,"Never-married","White","Female",30,"<=50K"
"5281",5281,27,"Private","Bachelors",13,"Married-civ-spouse","White","Female",40,"<=50K"
"4211",4211,58,"Private","Assoc-acdm",12,"Married-civ-spouse","White","Male",42,">50K"
"24729",24729,67,"?","Assoc-voc",11,"Widowed","White","Female",1,"<=50K"
"14348",14348,42,"Self-emp-not-inc","HS-grad",9,"Divorced","White","Male",50,"<=50K"
"22296",22296,22,"Private","HS-grad",9,"Never-married","White","Male",40,"<=50K"
"3916",3916,32,"Private","HS-grad",9,"Never-married","White","Male",40,"<=50K"
"17594",17594,20,"?","Some-college",10,"Never-married","White","Female",25,"<=50K"
"48440",48440,19,"Private","HS-grad",9,"Never-married","White","Male",40,"<=50K"
"18811",18811,49,"Federal-gov","Masters",14,"Never-married","White","Male",56,">50K"
"33444",33444,29,"Local-gov","Bachelors",13,"Never-married","White","Male",40,"<=50K"
"30342",30342,34,"Private","Some-college",10,"Divorced","White","Female",40,"<=50K"
"36188",36188,28,"Private","Bachelors",13,"Never-married","White","Male",40,"<=50K"
"22314",22314,34,"Private","Assoc-acdm",12,"Never-married","Asian-Pac-Islander","Female",60,">50K"
"4037",4037,22,"Private","HS-grad",9,"Married-civ-spouse","Black","Male",20,"<=50K"
"17656",17656,43,"Local-gov","Assoc-voc",11,"Never-married","White","Female",35,"<=50K"
"38575",38575,45,"Self-emp-not-inc","Bachelors",13,"Married-civ-spouse","White","Male",70,">50K"
"36963",36963,55,"Private","Assoc-voc",11,"Married-civ-spouse","White","Male",40,"<=50K"
"41776",41776,23,"Private","Assoc-acdm",12,"Never-married","White","Female",25,"<=50K"
"15276",15276,18,"Private","Some-college",10,"Never-married","White","Male",30,"<=50K"
"42844",42844,50,"State-gov","HS-grad",9,"Married-civ-spouse","White","Male",52,"<=50K"
"38631",38631,21,"Private","HS-grad",9,"Never-married","White","Male",40,"<=50K"
"25095",25095,47,"Private","HS-grad",9,"Married-civ-spouse","White","Male",40,"<=50K"
"23396",23396,39,"Private","HS-grad",9,"Married-civ-spouse","White","Male",40,"<=50K"
"9745",9745,56,"Private","5th-6th",3,"Married-civ-spouse","Black","Male",40,"<=50K"
"48781",48781,25,"Private","HS-grad",9,"Never-married","Black","Male",40,"<=50K"
"31699",31699,51,"Self-emp-not-inc","Assoc-acdm",12,"Divorced","Black","Female",30,"<=50K"
"40168",40168,27,"Private","Some-college",10,"Married-civ-spouse","White","Male",40,"<=50K"
"44580",44580,34,"Private","Some-college",10,"Married-civ-spouse","White","Male",40,">50K"
"23830",23830,37,"Private","HS-grad",9,"Never-married","White","Male",40,"<=50K"
"41614",41614,35,"Private","Bachelors",13,"Married-civ-spouse","White","Male",50,">50K"
"32959",32959,29,"Private","Some-college",10,"Never-married","White","Male",52,"<=50K"
"15316",15316,28,"Private","HS-grad",9,"Never-married","Black","Female",40,"<=50K"
"47097",47097,54,"Self-emp-not-inc","Bachelors",13,"Divorced","White","Male",50,">50K"
"46356",46356,30,"Federal-gov","Some-college",10,"Never-married","Black","Female",40,"<=50K"
"22400",22400,22,"Private","HS-grad",9,"Never-married","White","Male",70,"<=50K"
"9269",9269,22,"Local-gov","Bachelors",13,"Never-married","White","Female",30,"<=50K"
"44920",44920,39,"Private","HS-grad",9,"Married-civ-spouse","White","Male",42,"<=50K"
"20898",20898,36,"Private","Bachelors",13,"Divorced","White","Female",40,"<=50K"
"40162",40162,68,"?","Bachelors",13,"Married-civ-spouse","White","Male",25,"<=50K"
"44174",44174,38,"Private","12th",8,"Married-civ-spouse","White","Male",40,">50K"
"28783",28783,28,"Private","Assoc-voc",11,"Never-married","White","Female",40,"<=50K"
"6714",6714,64,"Private","Masters",14,"Married-civ-spouse","White","Male",20,">50K"
"31372",31372,49,"Private","Assoc-voc",11,"Married-civ-spouse","White","Male",40,"<=50K"
"47966",47966,37,"Federal-gov","Some-college",10,"Married-civ-spouse","White","Male",40,">50K"
"40225",40225,65,"Local-gov","12th",8,"Widowed","White","Male",44,"<=50K"
"43818",43818,27,"Private","Some-college",10,"Never-married","White","Male",30,"<=50K"
"34894",34894,30,"Private","Bachelors",13,"Widowed","White","Female",55,">50K"
"20032",20032,29,"Private","Some-college",10,"Divorced","White","Female",40,"<=50K"
"5178",5178,24,"Private","7th-8th",4,"Never-married","White","Male",24,"<=50K"
"14897",14897,34,"Self-emp-not-inc","HS-grad",9,"Married-civ-spouse","White","Male",60,"<=50K"
"13055",13055,40,"Private","Masters",14,"Married-civ-spouse","White","Female",50,">50K"
"660",660,37,"Private","HS-grad",9,"Divorced","White","Male",45,"<=50K"
"43461",43461,26,"?","HS-grad",9,"Never-married","White","Female",40,"<=50K"
"24620",24620,33,"Private","HS-grad",9,"Never-married","White","Male",40,"<=50K"
"37492",37492,32,"Self-emp-inc","HS-grad",9,"Married-civ-spouse","White","Male",40,">50K"
"31993",31993,27,"Private","HS-grad",9,"Divorced","White","Male",50,"<=50K"
"40445",40445,47,"Private","Bachelors",13,"Never-married","White","Male",40,"<=50K"
"16682",16682,20,"Private","Some-college",10,"Never-married","White","Male",40,"<=50K"
"13564",13564,29,"Private","Assoc-voc",11,"Never-married","White","Male",40,"<=50K"
"17598",17598,35,"Private","Doctorate",16,"Married-civ-spouse","White","Male",40,">50K"
"33072",33072,51,"Private","Bachelors",13,"Married-civ-spouse","White","Male",70,">50K"
"38852",38852,43,"Self-emp-inc","Masters",14,"Married-civ-spouse","White","Male",50,">50K"
"22433",22433,27,"Private","HS-grad",9,"Married-civ-spouse","White","Male",40,"<=50K"
"31029",31029,49,"Private","HS-grad",9,"Divorced","White","Male",40,"<=50K"
"31178",31178,17,"Private","11th",7,"Never-married","White","Male",20,"<=50K"
"45725",45725,56,"Private","11th",7,"Divorced","White","Male",49,"<=50K"
"1550",1550,37,"Private","9th",5,"Separated","White","Female",25,"<=50K"
"15587",15587,61,"Private","9th",5,"Widowed","Black","Female",40,"<=50K"
"31590",31590,23,"Private","Some-college",10,"Never-married","White","Male",25,"<=50K"
"32728",32728,50,"Self-emp-not-inc","Bachelors",13,"Married-civ-spouse","White","Male",50,"<=50K"
"1505",1505,43,"Private","Some-college",10,"Married-civ-spouse","White","Male",40,">50K"
"37986",37986,33,"Self-emp-not-inc","HS-grad",9,"Married-civ-spouse","White","Male",45,"<=50K"
"6041",6041,37,"Private","HS-grad",9,"Divorced","White","Male",40,"<=50K"
"33559",33559,36,"Self-emp-not-inc","Masters",14,"Married-civ-spouse","White","Male",45,">50K"
"12386",12386,32,"Private","Masters",14,"Married-civ-spouse","White","Male",60,">50K"
"12187",12187,26,"Private","Bachelors",13,"Never-married","Black","Male",40,"<=50K"
"15858",15858,49,"Private","HS-grad",9,"Separated","White","Female",40,"<=50K"
"30845",30845,39,"Private","Assoc-acdm",12,"Married-civ-spouse","White","Male",24,"<=50K"
"10260",10260,40,"Private","HS-grad",9,"Married-civ-spouse","White","Male",40,">50K"
"24314",24314,39,"Federal-gov","HS-grad",9,"Married-civ-spouse","White","Male",40,"<=50K"
"10569",10569,20,"Private","HS-grad",9,"Never-married","White","Male",40,"<=50K"
"46720",46720,58,"Private","HS-grad",9,"Married-civ-spouse","White","Male",45,">50K"
"34466",34466,22,"Private","HS-grad",9,"Never-married","White","Female",40,"<=50K"
"27862",27862,71,"?","HS-grad",9,"Married-civ-spouse","White","Male",15,"<=50K"
"17814",17814,48,"Private","Masters",14,"Divorced","White","Female",40,">50K"
